[2025-04-16 01:44:10] 60m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-86j5s          Stopping container nginx
[2025-04-16 01:47:01] 7m39s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 1
[2025-04-16 01:47:01] 7m39s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-t45tz
[2025-04-16 01:47:01] 7m38s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-txg25          Successfully pulled image "nginx:latest" in 686ms (686ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m38s       Normal    Started                        pod/nginx-basic-76dd66bf4f-txg25          Started container nginx
[2025-04-16 01:47:01] 7m38s       Normal    Created                        pod/nginx-basic-76dd66bf4f-txg25          Created container nginx
[2025-04-16 01:47:01] 7m37s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-26n2d          Successfully pulled image "nginx:latest" in 674ms (1.354s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m37s       Normal    Created                        pod/nginx-basic-76dd66bf4f-26n2d          Created container nginx
[2025-04-16 01:47:01] 7m37s       Normal    Started                        pod/nginx-basic-76dd66bf4f-26n2d          Started container nginx
[2025-04-16 01:47:01] 7m36s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-t45tz          Successfully pulled image "nginx:latest" in 669ms (2.024s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m36s       Normal    Created                        pod/nginx-basic-76dd66bf4f-t45tz          Created container nginx
[2025-04-16 01:47:01] 7m36s       Normal    Started                        pod/nginx-basic-76dd66bf4f-t45tz          Started container nginx
[2025-04-16 01:47:01] 7m24s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 8 from 4
[2025-04-16 01:47:01] 7m24s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-5zjv7
[2025-04-16 01:47:01] 7m24s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-qzkrg
[2025-04-16 01:47:01] 7m24s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-zxfhz
[2025-04-16 01:47:01] 7m24s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-jkjk9
[2025-04-16 01:47:01] 7m23s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-jkjk9          Successfully assigned default/nginx-basic-76dd66bf4f-jkjk9 to worker7
[2025-04-16 01:47:01] 7m23s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qzkrg          Successfully assigned default/nginx-basic-76dd66bf4f-qzkrg to worker7
[2025-04-16 01:47:01] 7m23s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-zxfhz          Successfully assigned default/nginx-basic-76dd66bf4f-zxfhz to worker7
[2025-04-16 01:47:01] 7m24s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 8; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 7m23s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-5zjv7          Successfully assigned default/nginx-basic-76dd66bf4f-5zjv7 to worker7
[2025-04-16 01:47:01] 7m23s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-5zjv7          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m23s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-zxfhz          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m23s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-jkjk9          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m23s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qzkrg          Successfully pulled image "nginx:latest" in 673ms (673ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m23s       Normal    Started                        pod/nginx-basic-76dd66bf4f-qzkrg          Started container nginx
[2025-04-16 01:47:01] 7m23s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qzkrg          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m23s       Normal    Created                        pod/nginx-basic-76dd66bf4f-qzkrg          Created container nginx
[2025-04-16 01:47:01] 7m22s       Normal    Created                        pod/nginx-basic-76dd66bf4f-zxfhz          Created container nginx
[2025-04-16 01:47:01] 7m22s       Normal    Started                        pod/nginx-basic-76dd66bf4f-zxfhz          Started container nginx
[2025-04-16 01:47:01] 7m22s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-zxfhz          Successfully pulled image "nginx:latest" in 682ms (1.356s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m21s       Normal    Created                        pod/nginx-basic-76dd66bf4f-jkjk9          Created container nginx
[2025-04-16 01:47:01] 7m21s       Normal    Started                        pod/nginx-basic-76dd66bf4f-5zjv7          Started container nginx
[2025-04-16 01:47:01] 7m21s       Normal    Started                        pod/nginx-basic-76dd66bf4f-jkjk9          Started container nginx
[2025-04-16 01:47:01] 7m21s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-5zjv7          Successfully pulled image "nginx:latest" in 695ms (2.716s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m21s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-jkjk9          Successfully pulled image "nginx:latest" in 666ms (2.022s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m21s       Normal    Created                        pod/nginx-basic-76dd66bf4f-5zjv7          Created container nginx
[2025-04-16 01:47:01] 7m9s        Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-n9drn
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n5mv9          Successfully assigned default/nginx-basic-76dd66bf4f-n5mv9 to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-pfkv6          Successfully assigned default/nginx-basic-76dd66bf4f-pfkv6 to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-ph6q5          Successfully assigned default/nginx-basic-76dd66bf4f-ph6q5 to worker7
[2025-04-16 01:47:01] 5m54s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         (combined from similar events): Created pod: nginx-basic-76dd66bf4f-fp9sw
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-vmswv          Successfully assigned default/nginx-basic-76dd66bf4f-vmswv to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-b5hc5          Successfully assigned default/nginx-basic-76dd66bf4f-b5hc5 to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n9drn          Successfully assigned default/nginx-basic-76dd66bf4f-n9drn to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-tkpzb          Successfully assigned default/nginx-basic-76dd66bf4f-tkpzb to worker7
[2025-04-16 01:47:01] 7m8s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2jsvr          Successfully assigned default/nginx-basic-76dd66bf4f-2jsvr to worker7
[2025-04-16 01:47:01] 7m9s        Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 16 from 8
[2025-04-16 01:47:01] 7m9s        Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 16; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-pfkv6          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-tkpzb          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-n9drn          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-ph6q5          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-n5mv9          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-b5hc5          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-vmswv          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Started                        pod/nginx-basic-76dd66bf4f-2jsvr          Started container nginx
[2025-04-16 01:47:01] 7m8s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-2jsvr          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 7m8s        Normal    Created                        pod/nginx-basic-76dd66bf4f-2jsvr          Created container nginx
[2025-04-16 01:47:01] 7m8s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-2jsvr          Successfully pulled image "nginx:latest" in 668ms (668ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m7s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-pfkv6          Successfully pulled image "nginx:latest" in 674ms (1.285s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m7s        Normal    Started                        pod/nginx-basic-76dd66bf4f-pfkv6          Started container nginx
[2025-04-16 01:47:01] 7m7s        Normal    Created                        pod/nginx-basic-76dd66bf4f-pfkv6          Created container nginx
[2025-04-16 01:47:01] 7m6s        Normal    Started                        pod/nginx-basic-76dd66bf4f-b5hc5          Started container nginx
[2025-04-16 01:47:01] 7m6s        Normal    Started                        pod/nginx-basic-76dd66bf4f-tkpzb          Started container nginx
[2025-04-16 01:47:01] 7m6s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-b5hc5          Successfully pulled image "nginx:latest" in 663ms (2.618s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m6s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-tkpzb          Successfully pulled image "nginx:latest" in 670ms (1.955s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m6s        Normal    Created                        pod/nginx-basic-76dd66bf4f-tkpzb          Created container nginx
[2025-04-16 01:47:01] 7m6s        Normal    Created                        pod/nginx-basic-76dd66bf4f-b5hc5          Created container nginx
[2025-04-16 01:47:01] 7m5s        Normal    Started                        pod/nginx-basic-76dd66bf4f-ph6q5          Started container nginx
[2025-04-16 01:47:01] 7m5s        Normal    Created                        pod/nginx-basic-76dd66bf4f-ph6q5          Created container nginx
[2025-04-16 01:47:01] 7m5s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-ph6q5          Successfully pulled image "nginx:latest" in 660ms (3.279s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m4s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-n5mv9          Successfully pulled image "nginx:latest" in 671ms (3.95s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m4s        Normal    Created                        pod/nginx-basic-76dd66bf4f-vmswv          Created container nginx
[2025-04-16 01:47:01] 7m4s        Normal    Started                        pod/nginx-basic-76dd66bf4f-n5mv9          Started container nginx
[2025-04-16 01:47:01] 7m4s        Normal    Started                        pod/nginx-basic-76dd66bf4f-vmswv          Started container nginx
[2025-04-16 01:47:01] 7m4s        Normal    Created                        pod/nginx-basic-76dd66bf4f-n5mv9          Created container nginx
[2025-04-16 01:47:01] 7m4s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-vmswv          Successfully pulled image "nginx:latest" in 682ms (4.607s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 7m3s        Normal    Started                        pod/nginx-basic-76dd66bf4f-n9drn          Started container nginx
[2025-04-16 01:47:01] 7m3s        Normal    Created                        pod/nginx-basic-76dd66bf4f-n9drn          Created container nginx
[2025-04-16 01:47:01] 7m3s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-n9drn          Successfully pulled image "nginx:latest" in 682ms (5.153s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 5m53s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-wpg5w          Successfully assigned default/nginx-basic-76dd66bf4f-wpg5w to worker7
[2025-04-16 01:47:01] 5m53s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-fp9sw          Successfully assigned default/nginx-basic-76dd66bf4f-fp9sw to worker7
[2025-04-16 01:47:01] 5m54s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 20; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 5m53s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-rrphs          Successfully assigned default/nginx-basic-76dd66bf4f-rrphs to worker7
[2025-04-16 01:47:01] 5m53s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-v7p48          Successfully assigned default/nginx-basic-76dd66bf4f-v7p48 to worker7
[2025-04-16 01:47:01] 5m54s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 20 from 16
[2025-04-16 01:47:01] 5m53s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-wpg5w          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 5m53s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-wpg5w          Successfully pulled image "nginx:latest" in 702ms (702ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 5m53s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-rrphs          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 5m53s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-fp9sw          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 5m53s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-v7p48          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 5m53s       Normal    Created                        pod/nginx-basic-76dd66bf4f-wpg5w          Created container nginx
[2025-04-16 01:47:01] 5m53s       Normal    Started                        pod/nginx-basic-76dd66bf4f-wpg5w          Started container nginx
[2025-04-16 01:47:01] 5m52s       Normal    Started                        pod/nginx-basic-76dd66bf4f-v7p48          Started container nginx
[2025-04-16 01:47:01] 5m52s       Normal    Created                        pod/nginx-basic-76dd66bf4f-v7p48          Created container nginx
[2025-04-16 01:47:01] 5m52s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-v7p48          Successfully pulled image "nginx:latest" in 674ms (1.371s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 5m51s       Normal    Started                        pod/nginx-basic-76dd66bf4f-fp9sw          Started container nginx
[2025-04-16 01:47:01] 5m51s       Normal    Created                        pod/nginx-basic-76dd66bf4f-fp9sw          Created container nginx
[2025-04-16 01:47:01] 5m51s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-rrphs          Successfully pulled image "nginx:latest" in 669ms (2.035s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 5m51s       Normal    Created                        pod/nginx-basic-76dd66bf4f-rrphs          Created container nginx
[2025-04-16 01:47:01] 5m51s       Normal    Started                        pod/nginx-basic-76dd66bf4f-rrphs          Started container nginx
[2025-04-16 01:47:01] 5m51s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-fp9sw          Successfully pulled image "nginx:latest" in 676ms (2.709s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-v7p48          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zxfhz          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-rrphs          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-tkpzb          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-t45tz          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-26n2d          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-vmswv          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-ph6q5          Stopping container nginx
[2025-04-16 01:47:01] 4m12s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-5zjv7          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-txg25          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-wpg5w          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-b5hc5          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-zhx8v          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-n5mv9          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-jkjk9          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-fp9sw          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-pfkv6          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-qzkrg          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-n9drn          Stopping container nginx
[2025-04-16 01:47:01] 4m11s       Normal    Killing                        pod/nginx-basic-76dd66bf4f-2jsvr          Stopping container nginx
[2025-04-16 01:47:01] 3m11s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-8twmk          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 3m11s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-8twmk          Successfully assigned default/nginx-basic-76dd66bf4f-8twmk to worker7
[2025-04-16 01:47:01] 3m11s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:47:01] 3m11s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-8twmk
[2025-04-16 01:47:01] 3m10s       Normal    Created                        pod/nginx-basic-76dd66bf4f-8twmk          Created container nginx
[2025-04-16 01:47:01] 3m10s       Normal    Started                        pod/nginx-basic-76dd66bf4f-8twmk          Started container nginx
[2025-04-16 01:47:01] 3m10s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-8twmk          Successfully pulled image "nginx:latest" in 832ms (832ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 2m56s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:47:01] 2m56s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:47:01] 2m26s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 3; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-9b2gc          Successfully assigned default/nginx-basic-76dd66bf4f-9b2gc to worker7
[2025-04-16 01:47:01] 2m26s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-9b2gc
[2025-04-16 01:47:01] 2m26s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 3 from 1
[2025-04-16 01:47:01] 2m26s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-9b2gc          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 2m26s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-q8ztt          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 2m26s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-q8ztt          Successfully assigned default/nginx-basic-76dd66bf4f-q8ztt to worker7
[2025-04-16 01:47:01] 2m26s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-q8ztt
[2025-04-16 01:47:01] 2m25s       Normal    Created                        pod/nginx-basic-76dd66bf4f-q8ztt          Created container nginx
[2025-04-16 01:47:01] 2m25s       Normal    Started                        pod/nginx-basic-76dd66bf4f-q8ztt          Started container nginx
[2025-04-16 01:47:01] 2m25s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-q8ztt          Successfully pulled image "nginx:latest" in 709ms (709ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 2m25s       Normal    Created                        pod/nginx-basic-76dd66bf4f-9b2gc          Created container nginx
[2025-04-16 01:47:01] 2m25s       Normal    Started                        pod/nginx-basic-76dd66bf4f-9b2gc          Started container nginx
[2025-04-16 01:47:01] 2m25s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-9b2gc          Successfully pulled image "nginx:latest" in 684ms (1.393s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 2m11s       Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 3
[2025-04-16 01:47:01] 2m11s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-bmhfq          Successfully assigned default/nginx-basic-76dd66bf4f-bmhfq to worker7
[2025-04-16 01:47:01] 2m11s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-bmhfq
[2025-04-16 01:47:01] 2m11s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-sd7d5          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 2m11s       Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-sd7d5          Successfully assigned default/nginx-basic-76dd66bf4f-sd7d5 to worker7
[2025-04-16 01:47:01] 2m11s       Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-sd7d5
[2025-04-16 01:47:01] 2m11s       Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 2m11s       Normal    Pulling                        pod/nginx-basic-76dd66bf4f-bmhfq          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 2m10s       Normal    Started                        pod/nginx-basic-76dd66bf4f-bmhfq          Started container nginx
[2025-04-16 01:47:01] 2m10s       Normal    Created                        pod/nginx-basic-76dd66bf4f-bmhfq          Created container nginx
[2025-04-16 01:47:01] 2m10s       Normal    Created                        pod/nginx-basic-76dd66bf4f-sd7d5          Created container nginx
[2025-04-16 01:47:01] 2m10s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-sd7d5          Successfully pulled image "nginx:latest" in 700ms (700ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 2m10s       Normal    Pulled                         pod/nginx-basic-76dd66bf4f-bmhfq          Successfully pulled image "nginx:latest" in 679ms (1.377s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 2m10s       Normal    Started                        pod/nginx-basic-76dd66bf4f-sd7d5          Started container nginx
[2025-04-16 01:47:01] 116s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qnjq2          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 116s        Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 8; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 116s        Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 8 from 5
[2025-04-16 01:47:01] 116s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-prdtz          Successfully assigned default/nginx-basic-76dd66bf4f-prdtz to worker7
[2025-04-16 01:47:01] 116s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-wh22r          Successfully assigned default/nginx-basic-76dd66bf4f-wh22r to worker7
[2025-04-16 01:47:01] 116s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-prdtz          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 116s        Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-wh22r
[2025-04-16 01:47:01] 116s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qnjq2          Successfully assigned default/nginx-basic-76dd66bf4f-qnjq2 to worker7
[2025-04-16 01:47:01] 116s        Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-prdtz
[2025-04-16 01:47:01] 116s        Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-qnjq2
[2025-04-16 01:47:01] 116s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-wh22r          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 115s        Normal    Created                        pod/nginx-basic-76dd66bf4f-qnjq2          Created container nginx
[2025-04-16 01:47:01] 115s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qnjq2          Successfully pulled image "nginx:latest" in 683ms (683ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 115s        Normal    Started                        pod/nginx-basic-76dd66bf4f-qnjq2          Started container nginx
[2025-04-16 01:47:01] 115s        Normal    Started                        pod/nginx-basic-76dd66bf4f-prdtz          Started container nginx
[2025-04-16 01:47:01] 115s        Normal    Created                        pod/nginx-basic-76dd66bf4f-prdtz          Created container nginx
[2025-04-16 01:47:01] 115s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-prdtz          Successfully pulled image "nginx:latest" in 687ms (1.368s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 114s        Normal    Started                        pod/nginx-basic-76dd66bf4f-wh22r          Started container nginx
[2025-04-16 01:47:01] 114s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-wh22r          Successfully pulled image "nginx:latest" in 676ms (2.044s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 114s        Normal    Created                        pod/nginx-basic-76dd66bf4f-wh22r          Created container nginx
[2025-04-16 01:47:01] 101s        Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 12; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 101s        Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-cf8mr
[2025-04-16 01:47:01] 101s        Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 12 from 8
[2025-04-16 01:47:01] 101s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-nqhnf          Successfully assigned default/nginx-basic-76dd66bf4f-nqhnf to worker7
[2025-04-16 01:47:01] 101s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-cf8mr          Successfully assigned default/nginx-basic-76dd66bf4f-cf8mr to worker7
