[2025-04-15 23:58:25] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-5fp94          Stopping container nginx
[2025-04-16 00:01:06] 54m         Normal    Started                        pod/nginx-basic-76dd66bf4f-9p9tl          Started container nginx
[2025-04-16 00:01:06] 54m         Normal    Created                        pod/nginx-basic-76dd66bf4f-9p9tl          Created container nginx
[2025-04-16 00:01:06] 50m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-5ktl4          Stopping container nginx
[2025-04-16 00:01:06] 50m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-9p9tl          Stopping container nginx
[2025-04-16 00:01:06] 49m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-2mdq8
[2025-04-16 00:01:06] 49m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 00:01:06] 49m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2mdq8          Successfully assigned default/nginx-basic-76dd66bf4f-2mdq8 to worker7
[2025-04-16 00:01:06] 49m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-2mdq8          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 49m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-2mdq8          Successfully pulled image "nginx:latest" in 689ms (689ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 49m         Normal    Created                        pod/nginx-basic-76dd66bf4f-2mdq8          Created container nginx
[2025-04-16 00:01:06] 49m         Normal    Started                        pod/nginx-basic-76dd66bf4f-2mdq8          Started container nginx
[2025-04-16 00:01:06] 49m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 49m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 49m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 00:01:06] 49m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 00:01:06] 48m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-16 00:01:06] 48m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 48m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-kdphr          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 48m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-kdphr          Successfully assigned default/nginx-basic-76dd66bf4f-kdphr to worker7
[2025-04-16 00:01:06] 48m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-kdphr
[2025-04-16 00:01:06] 48m         Normal    Created                        pod/nginx-basic-76dd66bf4f-kdphr          Created container nginx
[2025-04-16 00:01:06] 48m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-kdphr          Successfully pulled image "nginx:latest" in 675ms (675ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 48m         Normal    Started                        pod/nginx-basic-76dd66bf4f-kdphr          Started container nginx
[2025-04-16 00:01:06] 48m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-8d6mn          Successfully assigned default/nginx-basic-76dd66bf4f-8d6mn to worker7
[2025-04-16 00:01:06] 48m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-8d6mn
[2025-04-16 00:01:06] 48m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 3; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 48m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-8d6mn          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 48m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 3 from 2
[2025-04-16 00:01:06] 48m         Normal    Created                        pod/nginx-basic-76dd66bf4f-8d6mn          Created container nginx
[2025-04-16 00:01:06] 48m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-8d6mn          Successfully pulled image "nginx:latest" in 697ms (697ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 48m         Normal    Started                        pod/nginx-basic-76dd66bf4f-8d6mn          Started container nginx
[2025-04-16 00:01:06] 47m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 3
[2025-04-16 00:01:06] 47m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-jkfnl          Successfully assigned default/nginx-basic-76dd66bf4f-jkfnl to worker7
[2025-04-16 00:01:06] 47m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-jkfnl          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 47m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-jkfnl
[2025-04-16 00:01:06] 47m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 47m         Normal    Created                        pod/nginx-basic-76dd66bf4f-jkfnl          Created container nginx
[2025-04-16 00:01:06] 47m         Normal    Started                        pod/nginx-basic-76dd66bf4f-jkfnl          Started container nginx
[2025-04-16 00:01:06] 47m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-jkfnl          Successfully pulled image "nginx:latest" in 676ms (676ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 47m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-5r6hl          Successfully assigned default/nginx-basic-76dd66bf4f-5r6hl to worker7
[2025-04-16 00:01:06] 47m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 47m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-5r6hl          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 47m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-16 00:01:06] 47m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-5r6hl
[2025-04-16 00:01:06] 47m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-5r6hl          Successfully pulled image "nginx:latest" in 691ms (691ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 47m         Normal    Created                        pod/nginx-basic-76dd66bf4f-5r6hl          Created container nginx
[2025-04-16 00:01:06] 47m         Normal    Started                        pod/nginx-basic-76dd66bf4f-5r6hl          Started container nginx
[2025-04-16 00:01:06] 43m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-8d6mn          Stopping container nginx
[2025-04-16 00:01:06] 43m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-2mdq8          Stopping container nginx
[2025-04-16 00:01:06] 43m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-kdphr          Stopping container nginx
[2025-04-16 00:01:06] 43m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-jkfnl          Stopping container nginx
[2025-04-16 00:01:06] 43m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-5r6hl          Stopping container nginx
[2025-04-16 00:01:06] 42m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-n4dgm
[2025-04-16 00:01:06] 42m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 00:01:06] 42m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-n4dgm          Successfully assigned default/nginx-basic-76dd66bf4f-n4dgm to worker7
[2025-04-16 00:01:06] 42m         Normal    Started                        pod/nginx-basic-76dd66bf4f-n4dgm          Started container nginx
[2025-04-16 00:01:06] 42m         Normal    Created                        pod/nginx-basic-76dd66bf4f-n4dgm          Created container nginx
[2025-04-16 00:01:06] 42m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-n4dgm          Successfully pulled image "nginx:latest" in 697ms (697ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 42m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-n4dgm          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 42m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 42m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 41m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-h6p26          Successfully assigned default/nginx-basic-76dd66bf4f-h6p26 to worker7
[2025-04-16 00:01:06] 41m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-h6p26
[2025-04-16 00:01:06] 41m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-sd6cl
[2025-04-16 00:01:06] 41m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 1
[2025-04-16 00:01:06] 41m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-2rgdj
[2025-04-16 00:01:06] 41m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-sd6cl          Successfully assigned default/nginx-basic-76dd66bf4f-sd6cl to worker7
[2025-04-16 00:01:06] 41m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 41m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2rgdj          Successfully assigned default/nginx-basic-76dd66bf4f-2rgdj to worker7
[2025-04-16 00:01:06] 41m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-h6p26          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 41m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-sd6cl          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 41m         Normal    Started                        pod/nginx-basic-76dd66bf4f-2rgdj          Started container nginx
[2025-04-16 00:01:06] 41m         Normal    Created                        pod/nginx-basic-76dd66bf4f-2rgdj          Created container nginx
[2025-04-16 00:01:06] 41m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-2rgdj          Successfully pulled image "nginx:latest" in 680ms (680ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 41m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-2rgdj          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 41m         Normal    Started                        pod/nginx-basic-76dd66bf4f-sd6cl          Started container nginx
[2025-04-16 00:01:06] 41m         Normal    Created                        pod/nginx-basic-76dd66bf4f-sd6cl          Created container nginx
[2025-04-16 00:01:06] 41m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-sd6cl          Successfully pulled image "nginx:latest" in 684ms (1.364s including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 41m         Normal    Started                        pod/nginx-basic-76dd66bf4f-h6p26          Started container nginx
[2025-04-16 00:01:06] 41m         Normal    Created                        pod/nginx-basic-76dd66bf4f-h6p26          Created container nginx
[2025-04-16 00:01:06] 41m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-h6p26          Successfully pulled image "nginx:latest" in 691ms (2.054s including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 40m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-x6gfp          Successfully assigned default/nginx-basic-76dd66bf4f-x6gfp to worker7
[2025-04-16 00:01:06] 40m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 40m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-x6gfp
[2025-04-16 00:01:06] 40m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-16 00:01:06] 40m         Normal    Started                        pod/nginx-basic-76dd66bf4f-x6gfp          Started container nginx
[2025-04-16 00:01:06] 40m         Normal    Created                        pod/nginx-basic-76dd66bf4f-x6gfp          Created container nginx
[2025-04-16 00:01:06] 40m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-x6gfp          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 40m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-x6gfp          Successfully pulled image "nginx:latest" in 685ms (685ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 37m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-n4dgm          Stopping container nginx
[2025-04-16 00:01:06] 37m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-sd6cl          Stopping container nginx
[2025-04-16 00:01:06] 37m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-2rgdj          Stopping container nginx
[2025-04-16 00:01:06] 37m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-h6p26          Stopping container nginx
[2025-04-16 00:01:06] 37m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-x6gfp          Stopping container nginx
[2025-04-16 00:01:06] 36m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 00:01:06] 36m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-qclkd
[2025-04-16 00:01:06] 36m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qclkd          Successfully assigned default/nginx-basic-76dd66bf4f-qclkd to worker7
[2025-04-16 00:01:06] 36m         Normal    Created                        pod/nginx-basic-76dd66bf4f-qclkd          Created container nginx
[2025-04-16 00:01:06] 36m         Normal    Started                        pod/nginx-basic-76dd66bf4f-qclkd          Started container nginx
[2025-04-16 00:01:06] 36m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qclkd          Successfully pulled image "nginx:latest" in 697ms (697ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 36m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qclkd          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 36m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 36m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 00:01:06] 35m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-x4hmb
[2025-04-16 00:01:06] 35m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 1
[2025-04-16 00:01:06] 35m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-9brpm
[2025-04-16 00:01:06] 35m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-wssbg
[2025-04-16 00:01:06] 35m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-9brpm          Successfully assigned default/nginx-basic-76dd66bf4f-9brpm to worker7
[2025-04-16 00:01:06] 35m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 35m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-wssbg          Successfully assigned default/nginx-basic-76dd66bf4f-wssbg to worker7
[2025-04-16 00:01:06] 35m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-x4hmb          Successfully assigned default/nginx-basic-76dd66bf4f-x4hmb to worker7
[2025-04-16 00:01:06] 35m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-x4hmb          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 35m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-wssbg          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 35m         Normal    Started                        pod/nginx-basic-76dd66bf4f-9brpm          Started container nginx
[2025-04-16 00:01:06] 35m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-9brpm          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 35m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-9brpm          Successfully pulled image "nginx:latest" in 676ms (676ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 35m         Normal    Created                        pod/nginx-basic-76dd66bf4f-9brpm          Created container nginx
[2025-04-16 00:01:06] 35m         Normal    Started                        pod/nginx-basic-76dd66bf4f-wssbg          Started container nginx
[2025-04-16 00:01:06] 35m         Normal    Created                        pod/nginx-basic-76dd66bf4f-wssbg          Created container nginx
[2025-04-16 00:01:06] 35m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-wssbg          Successfully pulled image "nginx:latest" in 731ms (1.405s including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 35m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-x4hmb          Successfully pulled image "nginx:latest" in 694ms (2.099s including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 35m         Normal    Created                        pod/nginx-basic-76dd66bf4f-x4hmb          Created container nginx
[2025-04-16 00:01:06] 35m         Normal    Started                        pod/nginx-basic-76dd66bf4f-x4hmb          Started container nginx
[2025-04-16 00:01:06] 35m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-mjmzs
[2025-04-16 00:01:06] 35m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-mjmzs          Successfully assigned default/nginx-basic-76dd66bf4f-mjmzs to worker7
[2025-04-16 00:01:06] 35m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-16 00:01:06] 35m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 35m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-mjmzs          Successfully pulled image "nginx:latest" in 676ms (676ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 35m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-mjmzs          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 35m         Normal    Created                        pod/nginx-basic-76dd66bf4f-mjmzs          Created container nginx
[2025-04-16 00:01:06] 35m         Normal    Started                        pod/nginx-basic-76dd66bf4f-mjmzs          Started container nginx
[2025-04-16 00:01:06] 31m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-mjmzs          Stopping container nginx
[2025-04-16 00:01:06] 31m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-qclkd          Stopping container nginx
[2025-04-16 00:01:06] 31m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-wssbg          Stopping container nginx
[2025-04-16 00:01:06] 31m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-9brpm          Stopping container nginx
[2025-04-16 00:01:06] 31m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-x4hmb          Stopping container nginx
[2025-04-16 00:01:06] 30m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-nh6nl
[2025-04-16 00:01:06] 30m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-nh6nl          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 30m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 00:01:06] 30m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-nh6nl          Successfully assigned default/nginx-basic-76dd66bf4f-nh6nl to worker7
[2025-04-16 00:01:06] 30m         Normal    Started                        pod/nginx-basic-76dd66bf4f-nh6nl          Started container nginx
[2025-04-16 00:01:06] 30m         Normal    Created                        pod/nginx-basic-76dd66bf4f-nh6nl          Created container nginx
[2025-04-16 00:01:06] 30m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-nh6nl          Successfully pulled image "nginx:latest" in 673ms (673ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 30m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 00:01:06] 30m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 00:01:06] 28m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lfn2q
[2025-04-16 00:01:06] 28m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-16 00:01:06] 28m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lfn2q          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 28m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lfn2q          Successfully assigned default/nginx-basic-76dd66bf4f-lfn2q to worker7
[2025-04-16 00:01:06] 28m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 28m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lfn2q          Successfully pulled image "nginx:latest" in 687ms (687ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 28m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lfn2q          Created container nginx
[2025-04-16 00:01:06] 28m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lfn2q          Started container nginx
[2025-04-16 00:01:06] 28m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-whhk4
[2025-04-16 00:01:06] 28m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 4; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 28m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-dn445          Successfully assigned default/nginx-basic-76dd66bf4f-dn445 to worker7
[2025-04-16 00:01:06] 28m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-dn445          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 28m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-whhk4          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 28m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-whhk4          Successfully assigned default/nginx-basic-76dd66bf4f-whhk4 to worker7
[2025-04-16 00:01:06] 28m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-dn445
[2025-04-16 00:01:06] 28m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 4 from 2
[2025-04-16 00:01:06] 28m         Normal    Started                        pod/nginx-basic-76dd66bf4f-dn445          Started container nginx
[2025-04-16 00:01:06] 28m         Normal    Created                        pod/nginx-basic-76dd66bf4f-dn445          Created container nginx
[2025-04-16 00:01:06] 28m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-dn445          Successfully pulled image "nginx:latest" in 665ms (665ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 28m         Normal    Started                        pod/nginx-basic-76dd66bf4f-whhk4          Started container nginx
[2025-04-16 00:01:06] 28m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-whhk4          Successfully pulled image "nginx:latest" in 654ms (1.319s including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 28m         Normal    Created                        pod/nginx-basic-76dd66bf4f-whhk4          Created container nginx
[2025-04-16 00:01:06] 28m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-j7dz6
[2025-04-16 00:01:06] 28m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 5 from 4
[2025-04-16 00:01:06] 28m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-j7dz6          Successfully assigned default/nginx-basic-76dd66bf4f-j7dz6 to worker7
[2025-04-16 00:01:06] 28m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-j7dz6          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 28m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 5; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 00:01:06] 28m         Normal    Started                        pod/nginx-basic-76dd66bf4f-j7dz6          Started container nginx
[2025-04-16 00:01:06] 28m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-j7dz6          Successfully pulled image "nginx:latest" in 669ms (669ms including waiting). Image size: 72207578 bytes.
[2025-04-16 00:01:06] 28m         Normal    Created                        pod/nginx-basic-76dd66bf4f-j7dz6          Created container nginx
[2025-04-16 00:01:06] 21m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-j7dz6          Stopping container nginx
[2025-04-16 00:01:06] 21m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-nh6nl          Stopping container nginx
[2025-04-16 00:01:06] 21m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-dn445          Stopping container nginx
[2025-04-16 00:01:06] 21m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-whhk4          Stopping container nginx
[2025-04-16 00:01:06] 21m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-lfn2q          Stopping container nginx
[2025-04-16 00:01:06] 20m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 00:01:06] 20m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-hgtlk          Successfully assigned default/nginx-basic-76dd66bf4f-hgtlk to worker7
[2025-04-16 00:01:06] 20m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-hgtlk
[2025-04-16 00:01:06] 20m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-hgtlk          Pulling image "nginx:latest"
[2025-04-16 00:01:06] 20m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-hgtlk          Successfully pulled image "nginx:latest" in 694ms (694ms including waiting). Image size: 72207578 bytes.
